"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.882614458E0,3.263214111E-2,1.564247131E-1,9.739047546E0,9.740358343E0
9.892637458E0,3.472778320E-2,1.555265808E-1,9.731263733E0,9.732568437E0
9.902660458E0,2.903961182E-2,1.540296936E-1,9.736802216E0,9.738063762E0
9.912683458E0,3.053649902E-2,1.487905884E-1,9.733808441E0,9.734993471E0
9.922707458E0,2.559677124E-2,1.553768921E-1,9.733209686E0,9.734483447E0
9.932730458E0,3.353027344E-2,1.469943237E-1,9.741891632E0,9.743058256E0
9.942754458E0,3.038681030E-2,1.544787598E-1,9.748028870E0,9.749300174E0
9.952778458E0,2.095642090E-2,1.510359192E-1,9.745484161E0,9.746677001E0
9.962801458E0,3.457809448E-2,1.541793823E-1,9.735904083E0,9.737186208E0
9.972825458E0,3.382965088E-2,1.523831177E-1,9.733209686E0,9.734461251E0
9.982850458E0,3.188369751E-2,1.549278259E-1,9.741143188E0,9.742427306E0
9.992874458E0,3.308120728E-2,1.555265808E-1,9.738897858E0,9.740195807E0
1.000289908E1,2.978805542E-2,1.519340515E-1,9.734856262E0,9.736087393E0
1.001292308E1,2.664459229E-2,1.502874756E-1,9.738598480E0,9.739794485E0
1.002294808E1,2.574645996E-2,1.493893433E-1,9.741442566E0,9.742621994E0
1.003297308E1,3.323089600E-2,1.532812500E-1,9.743837585E0,9.745099811E0
1.004299708E1,2.664459229E-2,1.558259583E-1,9.742490387E0,9.743772914E0
1.005302208E1,3.367996216E-2,1.514849854E-1,9.730814667E0,9.732051999E0
1.006304708E1,3.517684937E-2,1.594184875E-1,9.741891632E0,9.743259426E0
1.007307208E1,2.993774414E-2,1.505868530E-1,9.741292877E0,9.742502737E0
1.008309608E1,2.619552612E-2,1.466949463E-1,9.736053772E0,9.737194086E0
1.009312008E1,2.859054565E-2,1.531315613E-1,9.732012177E0,9.733258843E0
1.010314608E1,2.395019531E-2,1.462458801E-1,9.739496613E0,9.740623991E0
1.011317008E1,2.694396973E-2,1.480421448E-1,9.737700348E0,9.738862897E0
1.012319508E1,3.218307495E-2,1.502874756E-1,9.740394745E0,9.741607252E0
1.013322008E1,2.993774414E-2,1.445993042E-1,9.729766846E0,9.730887323E0
1.014324408E1,2.634521484E-2,1.561253357E-1,9.726773071E0,9.728061655E0
1.015326808E1,2.469863892E-2,1.522334290E-1,9.730365601E0,9.731587731E0
1.016329308E1,2.424957275E-2,1.511856079E-1,9.730365601E0,9.731570266E0
1.017331708E1,2.290237427E-2,1.517843628E-1,9.737999725E0,9.739209499E0
1.018334208E1,2.499801636E-2,1.501377869E-1,9.740245056E0,9.741434186E0
1.019336608E1,2.694396973E-2,1.541793823E-1,9.742340698E0,9.743597875E0
1.020339108E1,3.592529297E-2,1.525328064E-1,9.737251282E0,9.738512176E0
1.021341508E1,3.173400879E-2,1.437011719E-1,9.727521515E0,9.728634637E0
1.022344008E1,3.173400879E-2,1.492396545E-1,9.737850037E0,9.739045274E0
1.023346408E1,2.784210205E-2,1.577719116E-1,9.750573578E0,9.751889676E0
1.024348908E1,2.903961182E-2,1.481918335E-1,9.745184784E0,9.746354734E0
1.025351408E1,1.990859985E-2,1.547781372E-1,9.742490387E0,9.743740122E0
1.026353908E1,3.397933960E-2,1.568737793E-1,9.737999725E0,9.739322493E0
1.027356408E1,2.424957275E-2,1.516346741E-1,9.741741943E0,9.742952181E0
1.028358908E1,3.308120728E-2,1.508862305E-1,9.739197235E0,9.740422157E0
1.029361408E1,2.978805542E-2,1.508862305E-1,9.735455017E0,9.736669778E0
1.030363908E1,3.113525391E-2,1.516346741E-1,9.730515289E0,9.731746517E0
1.031366508E1,2.290237427E-2,1.489402771E-1,9.734556885E0,9.735723161E0
1.032369008E1,2.933898926E-2,1.514849854E-1,9.747729492E0,9.748950648E0
1.033371508E1,2.679428101E-2,1.499880981E-1,9.735155640E0,9.736347862E0
1.034373908E1,2.679428101E-2,1.528321838E-1,9.734407196E0,9.735643742E0
1.035376408E1,2.769241333E-2,1.501377869E-1,9.751471710E0,9.752666750E0
1.036378908E1,2.365081787E-2,1.532812500E-1,9.740544434E0,9.741779117E0
1.037381408E1,2.424957275E-2,1.610650635E-1,9.734706573E0,9.736069128E0
1.038383908E1,2.844085693E-2,1.552272034E-1,9.745783539E0,9.747061155E0
1.039386308E1,2.484832764E-2,1.487905884E-1,9.750872955E0,9.752039759E0
1.040388908E1,3.023712158E-2,1.534309387E-1,9.740394745E0,9.741650021E0
1.041391308E1,3.188369751E-2,1.538800049E-1,9.726324005E0,9.727593447E0
1.042393808E1,2.993774414E-2,1.457968140E-1,9.740694122E0,9.741831192E0
1.043396308E1,3.098556519E-2,1.555265808E-1,9.725276184E0,9.726569050E0
1.044398708E1,3.412902832E-2,1.517843628E-1,9.739945679E0,9.741188075E0
1.045401208E1,2.320175171E-2,1.537303162E-1,9.735005951E0,9.736247336E0
1.046403708E1,2.395019531E-2,1.502874756E-1,9.737400970E0,9.738590124E0
1.047406108E1,2.784210205E-2,1.480421448E-1,9.749376068E0,9.750539748E0
1.048408608E1,3.143463135E-2,1.549278259E-1,9.739346924E0,9.740629819E0
1.049411108E1,2.888992310E-2,1.483415222E-1,9.743837585E0,9.745009529E0
1.050413708E1,2.170486450E-2,1.520837402E-1,9.733359375E0,9.734571654E0
1.051416208E1,3.367996216E-2,1.507365417E-1,9.734706573E0,9.735931795E0
1.052418708E1,3.053649902E-2,1.484912109E-1,9.738598480E0,9.739778359E0
1.053421208E1,3.233276367E-2,1.445993042E-1,9.744136963E0,9.745263440E0
1.054423708E1,2.634521484E-2,1.481918335E-1,9.740544434E0,9.741707281E0
1.055426208E1,3.338058472E-2,1.595681763E-1,9.735754395E0,9.737119179E0
1.056428708E1,3.607498169E-2,1.535806274E-1,9.739197235E0,9.740474896E0
1.057431308E1,3.008743286E-2,1.523831177E-1,9.735305328E0,9.736544341E0
1.058433808E1,2.709365845E-2,1.507365417E-1,9.735005951E0,9.736210579E0
1.059436208E1,3.278182983E-2,1.532812500E-1,9.739646301E0,9.740907548E0
1.060438708E1,2.888992310E-2,1.498384094E-1,9.738149414E0,9.739344957E0
1.061441308E1,2.065704346E-2,1.525328064E-1,9.740993500E0,9.742209571E0
1.062443708E1,2.290237427E-2,1.529818726E-1,9.746831360E0,9.748058757E0
1.063446108E1,2.544708252E-2,1.490899658E-1,9.731563110E0,9.732738358E0
1.064448608E1,2.888992310E-2,1.520837402E-1,9.739047546E0,9.740277779E0
1.065451108E1,2.529739380E-2,1.546284485E-1,9.732910309E0,9.734171408E0
1.066453608E1,2.754272461E-2,1.472937012E-1,9.735604706E0,9.736757829E0
1.067456108E1,2.754272461E-2,1.426533508E-1,9.740544434E0,9.741627915E0
1.068458608E1,3.188369751E-2,1.588197327E-1,9.733958130E0,9.735305910E0
1.069461108E1,3.113525391E-2,1.508862305E-1,9.742340698E0,9.743558813E0
1.070463608E1,3.143463135E-2,1.537303162E-1,9.740394745E0,9.741658531E0
1.071466108E1,2.963836670E-2,1.588197327E-1,9.736203461E0,9.737543837E0
1.072468508E1,2.799179077E-2,1.520837402E-1,9.728719025E0,9.729947937E0
1.073471008E1,2.888992310E-2,1.516346741E-1,9.739646301E0,9.740869457E0
1.074473508E1,2.903961182E-2,1.484912109E-1,9.739646301E0,9.740821475E0
1.075475908E1,3.472778320E-2,1.573228455E-1,9.741891632E0,9.743223751E0
1.076478308E1,2.275268555E-2,1.507365417E-1,9.745184784E0,9.746377053E0
1.077480808E1,2.829116821E-2,1.484912109E-1,9.725276184E0,9.726450889E0
1.078483208E1,2.903961182E-2,1.546284485E-1,9.736652527E0,9.737923582E0
1.079485708E1,3.607498169E-2,1.567240906E-1,9.753866730E0,9.755192465E0
1.080488208E1,2.529739380E-2,1.435514832E-1,9.746531982E0,9.747621898E0
1.081490608E1,3.592529297E-2,1.553768921E-1,9.754914551E0,9.756218043E0
1.082493108E1,3.068618774E-2,1.490899658E-1,9.738448792E0,9.739638306E0
1.083495608E1,2.874023438E-2,1.562750244E-1,9.739945679E0,9.741241692E0
1.084498108E1,3.308120728E-2,1.499880981E-1,9.736353149E0,9.737564554E0
1.085500608E1,2.499801636E-2,1.472937012E-1,9.730814667E0,9.731961489E0
1.086503008E1,3.188369751E-2,1.520837402E-1,9.740394745E0,9.741634145E0
1.087505508E1,2.350112915E-2,1.501377869E-1,9.747130737E0,9.748315304E0
1.088507908E1,2.829116821E-2,1.520837402E-1,9.738448792E0,9.739677342E0
1.089510308E1,2.694396973E-2,1.496887207E-1,9.735904083E0,9.737092020E0
1.090512808E1,2.619552612E-2,1.528321838E-1,9.749076691E0,9.750309749E0
1.091515208E1,1.811233521E-2,1.537303162E-1,9.733958130E0,9.735188850E0
1.092517708E1,2.604583740E-2,1.519340515E-1,9.738598480E0,9.739818412E0
1.093520008E1,3.113525391E-2,1.525328064E-1,9.746382294E0,9.747625530E0
1.094522408E1,2.649490356E-2,1.523831177E-1,9.734706573E0,9.735935223E0
1.095524908E1,2.963836670E-2,1.499880981E-1,9.732161865E0,9.733362699E0
1.096527308E1,2.874023438E-2,1.481918335E-1,9.739646301E0,9.740816028E0
1.097529708E1,3.457809448E-2,1.454974365E-1,9.745633850E0,9.746781227E0
1.098532208E1,2.814147949E-2,1.517843628E-1,9.744286652E0,9.745509365E0
1.099534608E1,2.784210205E-2,1.579216003E-1,9.734107819E0,9.735428570E0
1.100536962E1,4.071533203E-2,1.531315613E-1,9.744286652E0,9.745574861E0
1.101539362E1,3.203338623E-2,1.520837402E-1,9.739795990E0,9.741035958E0
1.102541762E1,2.844085693E-2,1.600172424E-1,9.737400970E0,9.738757213E0
1.103544162E1,2.978805542E-2,1.555265808E-1,9.736053772E0,9.737341470E0
1.104546663E1,3.023712158E-2,1.580712891E-1,9.742191010E0,9.743520230E0
1.105548962E1,2.903961182E-2,1.519340515E-1,9.741741943E0,9.742969945E0
1.106551362E1,2.993774414E-2,1.559756470E-1,9.739496613E0,9.740791494E0
1.107553762E1,2.844085693E-2,1.469943237E-1,9.742939453E0,9.744089768E0
1.108556162E1,3.053649902E-2,1.484912109E-1,9.737550659E0,9.738730665E0
1.109558562E1,3.173400879E-2,1.510359192E-1,9.740095367E0,9.741318015E0
1.110560962E1,3.173400879E-2,1.496887207E-1,9.734407196E0,9.735609751E0
1.111563262E1,2.260299683E-2,1.501377869E-1,9.745334473E0,9.746517134E0
1.112565662E1,2.529739380E-2,1.531315613E-1,9.733808441E0,9.735045763E0
1.113568162E1,2.754272461E-2,1.469943237E-1,9.738897858E0,9.740046068E0
1.114570562E1,3.397933960E-2,1.501377869E-1,9.745484161E0,9.746699826E0
1.115573062E1,2.664459229E-2,1.465452576E-1,9.735305328E0,9.736444694E0
1.116575462E1,2.215393066E-2,1.516346741E-1,9.754315796E0,9.755519490E0
1.117577862E1,2.649490356E-2,1.546284485E-1,9.741741943E0,9.743005082E0
1.118580362E1,2.604583740E-2,1.546284485E-1,9.738448792E0,9.739711146E0
1.119582863E1,2.664459229E-2,1.556762695E-1,9.728269958E0,9.729551964E0
1.120585362E1,3.098556519E-2,1.556762695E-1,9.745633850E0,9.746926405E0
1.121587762E1,3.218307495E-2,1.549278259E-1,9.743687897E0,9.744972663E0
1.122590162E1,3.906875610E-2,1.535806274E-1,9.732610931E0,9.733901012E0
1.123592562E1,3.143463135E-2,1.556762695E-1,9.746382294E0,9.747676187E0
1.124594962E1,2.290237427E-2,1.553768921E-1,9.746082916E0,9.747348291E0
1.125597362E1,2.799179077E-2,1.510359192E-1,9.744735718E0,9.745946316E0
1.126599762E1,3.068618774E-2,1.489402771E-1,9.744136963E0,9.745323494E0
1.127602262E1,2.784210205E-2,1.552272034E-1,9.737850037E0,9.739126963E0
1.128604662E1,3.038681030E-2,1.549278259E-1,9.732161865E0,9.733442380E0
1.129607062E1,2.739303589E-2,1.546284485E-1,9.729168091E0,9.730435349E0
1.130609362E1,2.574645996E-2,1.456471252E-1,9.738448792E0,9.739571902E0
1.131611762E1,2.215393066E-2,1.517843628E-1,9.744136963E0,9.745344244E0
1.132614262E1,2.859054565E-2,1.534309387E-1,9.732610931E0,9.733862235E0
1.133616662E1,3.592529297E-2,1.457968140E-1,9.748777313E0,9.749933663E0
1.134619062E1,2.335144043E-2,1.540296936E-1,9.752369843E0,9.753614098E0
1.135621562E1,2.769241333E-2,1.510359192E-1,9.732012177E0,9.733223501E0
1.136624062E1,2.110610962E-2,1.417552185E-1,9.735155640E0,9.736210522E0
1.137626562E1,3.367996216E-2,1.402583313E-1,9.737400970E0,9.738469305E0
1.138628962E1,3.008743286E-2,1.499880981E-1,9.736502838E0,9.737704514E0
1.139631362E1,3.293151855E-2,1.481918335E-1,9.740843811E0,9.742026661E0
1.140633862E1,2.275268555E-2,1.534309387E-1,9.745334473E0,9.746568767E0
1.141636262E1,3.098556519E-2,1.465452576E-1,9.747579803E0,9.748730566E0
1.142638662E1,2.814147949E-2,1.489402771E-1,9.743687897E0,9.744866801E0
1.143641062E1,2.679428101E-2,1.457968140E-1,9.725725250E0,9.726854902E0
1.144643462E1,2.679428101E-2,1.490899658E-1,9.734107819E0,9.735286374E0
1.145645862E1,3.323089600E-2,1.538800049E-1,9.737999725E0,9.739272149E0
1.146648262E1,2.799179077E-2,1.499880981E-1,9.733509064E0,9.734704858E0
1.147650662E1,2.769241333E-2,1.480421448E-1,9.752519531E0,9.753682410E0
1.148653062E1,2.499801636E-2,1.477427673E-1,9.736652527E0,9.737805464E0
1.149655462E1,3.353027344E-2,1.598675537E-1,9.745484161E0,9.746853003E0
1.150657862E1,3.293151855E-2,1.466949463E-1,9.740544434E0,9.741704664E0
1.151660062E1,2.290237427E-2,1.478924561E-1,9.737999725E0,9.739149621E0
1.152662462E1,3.427871704E-2,1.526824951E-1,9.737700348E0,9.738957595E0
1.153664862E1,2.739303589E-2,1.502874756E-1,9.737550659E0,9.738748870E0
1.154667262E1,2.844085693E-2,1.544787598E-1,9.744286652E0,9.745552571E0
1.155669762E1,3.023712158E-2,1.549278259E-1,9.741292877E0,9.742571726E0
1.156672163E1,3.742218018E-2,1.513352966E-1,9.749076691E0,9.750323026E0
1.157674562E1,3.248245239E-2,1.481918335E-1,9.743388519E0,9.744569553E0
1.158676962E1,2.260299683E-2,1.466949463E-1,9.740095367E0,9.741226210E0
1.159679362E1,2.469863892E-2,1.556762695E-1,9.736652527E0,9.737928299E0
1.160681762E1,2.514770508E-2,1.522334290E-1,9.731263733E0,9.732486900E0
1.161684163E1,2.814147949E-2,1.555265808E-1,9.743987274E0,9.745269030E0
1.162686662E1,3.218307495E-2,1.529818726E-1,9.731712799E0,9.732968366E0
1.163689062E1,3.038681030E-2,1.480421448E-1,9.740095367E0,9.741267762E0
1.164691562E1,3.068618774E-2,1.583706665E-1,9.741442566E0,9.742778155E0
1.165694062E1,2.664459229E-2,1.537303162E-1,9.740394745E0,9.741644252E0
1.166696462E1,2.409988403E-2,1.523831177E-1,9.734856262E0,9.736078670E0
1.167698962E1,3.128494263E-2,1.544787598E-1,9.738149414E0,9.739424852E0
1.168701362E1,3.442840576E-2,1.471440125E-1,9.736951904E0,9.738124515E0
1.169703862E1,3.293151855E-2,1.508862305E-1,9.739047546E0,9.740271980E0
1.170706262E1,3.278182983E-2,1.589694214E-1,9.735754395E0,9.737107351E0
1.171708662E1,3.457809448E-2,1.537303162E-1,9.736652527E0,9.737927453E0
1.172711062E1,3.412902832E-2,1.493893433E-1,9.738748169E0,9.739953689E0
1.173713562E1,3.637435913E-2,1.460961914E-1,9.737999725E0,9.739163508E0
1.174716062E1,3.502716064E-2,1.531315613E-1,9.735904083E0,9.737171278E0
1.175718462E1,3.547622681E-2,1.478924561E-1,9.730964355E0,9.732152795E0
1.176720862E1,2.903961182E-2,1.493893433E-1,9.740993500E0,9.742182242E0
1.177723362E1,2.784210205E-2,1.499880981E-1,9.733059998E0,9.734255417E0
1.178725862E1,3.263214111E-2,1.432521057E-1,9.735604706E0,9.736713255E0
1.179728362E1,2.814147949E-2,1.459465027E-1,9.741442566E0,9.742576435E0
1.180730763E1,3.068618774E-2,1.519340515E-1,9.737700348E0,9.738933908E0
1.181733262E1,2.544708252E-2,1.523831177E-1,9.725725250E0,9.726952237E0
1.182735562E1,3.053649902E-2,1.456471252E-1,9.736053772E0,9.737191002E0
1.183737962E1,2.754272461E-2,1.372645569E-1,9.752220154E0,9.753225010E0
1.184740362E1,3.023712158E-2,1.556762695E-1,9.739795990E0,9.741086968E0
1.185742862E1,3.338058472E-2,1.579216003E-1,9.740843811E0,9.742181052E0
1.186745362E1,3.248245239E-2,1.606159973E-1,9.742191010E0,9.743569073E0
1.187747862E1,3.742218018E-2,1.498384094E-1,9.744885406E0,9.746109150E0
1.188750262E1,2.903961182E-2,1.558259583E-1,9.746232605E0,9.747521481E0
1.189752762E1,3.353027344E-2,1.540296936E-1,9.735754395E0,9.737030505E0
1.190755262E1,2.918930054E-2,1.525328064E-1,9.738897858E0,9.740136023E0
1.191757662E1,2.454895020E-2,1.553768921E-1,9.739795990E0,9.741066192E0
1.192760162E1,3.173400879E-2,1.534309387E-1,9.743987274E0,9.745246847E0
1.193762562E1,3.083587646E-2,1.425036621E-1,9.745035095E0,9.746125751E0
1.194765062E1,2.874023438E-2,1.474433899E-1,9.741442566E0,9.742600722E0
1.195767462E1,2.050735474E-2,1.603166199E-1,9.743238831E0,9.744579256E0
1.196769962E1,2.903961182E-2,1.559756470E-1,9.730964355E0,9.732257651E0
1.197772362E1,2.185455322E-2,1.460961914E-1,9.743538208E0,9.744657948E0
1.198774862E1,3.263214111E-2,1.468446350E-1,9.742041321E0,9.743202620E0
1.199777262E1,3.038681030E-2,1.543290710E-1,9.753717041E0,9.754985235E0
1.200779633E1,2.155517578E-2,1.487905884E-1,9.749525757E0,9.750684886E0
1.201782133E1,2.948867798E-2,1.490899658E-1,9.736951904E0,9.738137901E0
1.202784533E1,2.529739380E-2,1.516346741E-1,9.735305328E0,9.736519032E0
1.203787033E1,3.068618774E-2,1.514849854E-1,9.741741943E0,9.742967999E0
1.204789533E1,3.038681030E-2,1.529818726E-1,9.736353149E0,9.737602347E0
1.205791933E1,2.918930054E-2,1.513352966E-1,9.739346924E0,9.740566354E0
1.206794433E1,2.439926147E-2,1.468446350E-1,9.742191010E0,9.743328196E0
1.207796833E1,2.110610962E-2,1.544787598E-1,9.733209686E0,9.734458380E0
1.208799233E1,2.918930054E-2,1.466949463E-1,9.746232605E0,9.747380233E0
1.209801533E1,3.008743286E-2,1.564247131E-1,9.736053772E0,9.737356777E0
1.210804033E1,3.517684937E-2,1.489402771E-1,9.731563110E0,9.732766369E0
1.211806433E1,1.945953369E-2,1.456471252E-1,9.742490387E0,9.743598447E0
1.212808833E1,2.844085693E-2,1.519340515E-1,9.737850037E0,9.739076762E0
1.213811233E1,2.170486450E-2,1.579216003E-1,9.726024628E0,9.727330846E0
1.214813633E1,2.888992310E-2,1.466949463E-1,9.739047546E0,9.740195129E0
1.215816133E1,3.113525391E-2,1.606159973E-1,9.737251282E0,9.738625644E0
1.216818533E1,3.083587646E-2,1.553768921E-1,9.735455017E0,9.736743666E0
1.217821033E1,2.859054565E-2,1.544787598E-1,9.736053772E0,9.737321200E0
1.218823433E1,2.903961182E-2,1.529818726E-1,9.734556885E0,9.735802201E0
1.219825833E1,3.592529297E-2,1.526824951E-1,9.734407196E0,9.735670805E0
1.220828333E1,2.918930054E-2,1.511856079E-1,9.741891632E0,9.743108420E0
1.221830733E1,2.739303589E-2,1.517843628E-1,9.746981049E0,9.748201292E0
1.222833233E1,2.544708252E-2,1.457968140E-1,9.735155640E0,9.736280583E0
1.223835733E1,3.682342529E-2,1.472937012E-1,9.734407196E0,9.735591141E0
1.224838133E1,2.993774414E-2,1.544787598E-1,9.733958130E0,9.735229881E0
1.225840633E1,2.395019531E-2,1.489402771E-1,9.746681671E0,9.747849015E0
1.226843133E1,2.424957275E-2,1.535806274E-1,9.742340698E0,9.743581340E0
1.227845633E1,2.754272461E-2,1.598675537E-1,9.743388519E0,9.744738892E0
1.228848033E1,3.487747192E-2,1.498384094E-1,9.734706573E0,9.735922147E0
1.229850533E1,2.260299683E-2,1.538800049E-1,9.740694122E0,9.741935739E0
1.230852933E1,2.080673218E-2,1.580712891E-1,9.731263733E0,9.732569717E0
1.231855333E1,2.604583740E-2,1.523831177E-1,9.738748169E0,9.739975097E0
1.232857733E1,3.098556519E-2,1.526824951E-1,9.733509064E0,9.734755813E0
1.233860133E1,3.667373657E-2,1.475930786E-1,9.730515289E0,9.731703678E0
1.234862433E1,3.308120728E-2,1.562750244E-1,9.740245056E0,9.741554804E0
1.235864833E1,2.649490356E-2,1.568737793E-1,9.727820892E0,9.729121783E0
1.236867233E1,3.083587646E-2,1.513352966E-1,9.738598480E0,9.739823078E0
1.237869633E1,2.814147949E-2,1.454974365E-1,9.742640076E0,9.743767089E0
1.238872133E1,3.038681030E-2,1.513352966E-1,9.737101593E0,9.738324967E0
1.239874433E1,3.143463135E-2,1.440005493E-1,9.739795990E0,9.740911160E0
1.240876933E1,3.652404785E-2,1.471440125E-1,9.733359375E0,9.734540055E0
1.241879333E1,2.769241333E-2,1.496887207E-1,9.738149414E0,9.739339176E0
1.242881833E1,3.951782227E-2,1.525328064E-1,9.737700348E0,9.738975099E0
1.243884333E1,2.903961182E-2,1.531315613E-1,9.738598480E0,9.739845632E0
1.244886833E1,1.586700439E-2,1.511856079E-1,9.742640076E0,9.743825968E0
1.245889233E1,2.514770508E-2,1.541793823E-1,9.737550659E0,9.738803650E0
1.246891733E1,3.128494263E-2,1.612147522E-1,9.725725250E0,9.727111626E0
1.247894233E1,3.936813354E-2,1.523831177E-1,9.737251282E0,9.738523142E0
1.248896633E1,3.457809448E-2,1.522334290E-1,9.737251282E0,9.738502615E0
1.249899133E1,2.365081787E-2,1.460961914E-1,9.737700348E0,9.738824956E0
1.250901533E1,2.125579834E-2,1.472937012E-1,9.741891632E0,9.743028267E0
1.251903933E1,2.604583740E-2,1.535806274E-1,9.729317780E0,9.730564724E0
1.252906333E1,2.918930054E-2,1.552272034E-1,9.740694122E0,9.741974619E0
1.253908833E1,2.903961182E-2,1.532812500E-1,9.733059998E0,9.734310215E0
1.254911233E1,2.799179077E-2,1.577719116E-1,9.733658752E0,9.734977567E0
1.255913733E1,2.469863892E-2,1.582209778E-1,9.747579803E0,9.748895113E0
1.256916133E1,3.397933960E-2,1.550775146E-1,9.741143188E0,9.742436772E0
1.257918633E1,3.382965088E-2,1.520837402E-1,9.732161865E0,9.733408883E0
1.258921033E1,2.439926147E-2,1.520837402E-1,9.739047546E0,9.740265494E0
1.259923433E1,3.173400879E-2,1.456471252E-1,9.735155640E0,9.736296804E0
1.260925933E1,2.619552612E-2,1.532812500E-1,9.730814667E0,9.732057101E0
1.261928433E1,1.437011719E-2,1.507365417E-1,9.734257507E0,9.735435133E0
1.262930933E1,3.652404785E-2,1.450483704E-1,9.744735718E0,9.745883605E0
1.263933433E1,3.772155762E-2,1.559756470E-1,9.737550659E0,9.738872838E0
1.264935933E1,2.829116821E-2,1.465452576E-1,9.739346924E0,9.740490460E0
1.265938433E1,2.948867798E-2,1.483415222E-1,9.737101593E0,9.738276142E0
1.266940933E1,3.427871704E-2,1.514849854E-1,9.738598480E0,9.739836913E0
1.267943433E1,3.173400879E-2,1.550775146E-1,9.731263733E0,9.732551049E0
1.268945933E1,3.263214111E-2,1.507365417E-1,9.740694122E0,9.741915025E0
1.269948433E1,3.068618774E-2,1.513352966E-1,9.749525757E0,9.750748510E0
1.270950933E1,2.993774414E-2,1.490899658E-1,9.749226379E0,9.750412252E0
1.271953433E1,2.335144043E-2,1.493893433E-1,9.751022644E0,9.752194885E0
1.272955933E1,2.469863892E-2,1.447489929E-1,9.741741943E0,9.742848577E0
1.273958533E1,2.634521484E-2,1.511856079E-1,9.739346924E0,9.740555922E0
1.274961033E1,2.963836670E-2,1.550775146E-1,9.739346924E0,9.740626570E0
1.275963533E1,2.215393066E-2,1.422042847E-1,9.744436340E0,9.745499087E0
1.276966033E1,2.948867798E-2,1.486408997E-1,9.733059998E0,9.734239601E0
1.277968533E1,2.185455322E-2,1.475930786E-1,9.739496613E0,9.740639384E0
1.278971033E1,2.260299683E-2,1.526824951E-1,9.736951904E0,9.738175149E0
1.279973633E1,2.439926147E-2,1.550775146E-1,9.735305328E0,9.736570967E0
1.280976133E1,2.859054565E-2,1.465452576E-1,9.738149414E0,9.739293965E0
1.281978633E1,3.308120728E-2,1.556762695E-1,9.741741943E0,9.743041905E0
1.282981133E1,2.844085693E-2,1.522334290E-1,9.737850037E0,9.739081437E0
1.283983633E1,2.320175171E-2,1.534309387E-1,9.736502838E0,9.737739311E0
1.284986133E1,2.499801636E-2,1.505868530E-1,9.737850037E0,9.739046393E0
1.285988633E1,2.769241333E-2,1.508862305E-1,9.745633850E0,9.746841163E0
1.286991133E1,2.679428101E-2,1.567240906E-1,9.732610931E0,9.733909590E0
1.287993633E1,3.802093506E-2,1.495390320E-1,9.727521515E0,9.728745157E0
1.288996133E1,3.472778320E-2,1.522334290E-1,9.741292877E0,9.742544224E0
1.289998733E1,2.664459229E-2,1.588197327E-1,9.748178558E0,9.749508646E0
1.291001333E1,2.529739380E-2,1.517843628E-1,9.738149414E0,9.739365095E0
1.292003833E1,3.308120728E-2,1.499880981E-1,9.741143188E0,9.742353998E0
1.293006433E1,3.427871704E-2,1.529818726E-1,9.742340698E0,9.743602043E0
1.294008933E1,3.427871704E-2,1.531315613E-1,9.737850037E0,9.739114315E0
1.295011333E1,3.218307495E-2,1.573228455E-1,9.737400970E0,9.738724962E0
1.296013833E1,3.008743286E-2,1.543290710E-1,9.743089142E0,9.744357790E0
1.297016233E1,2.484832764E-2,1.474433899E-1,9.737850037E0,9.738997912E0
1.298018733E1,3.023712158E-2,1.589694214E-1,9.738299103E0,9.739643473E0
1.299021233E1,3.427871704E-2,1.595681763E-1,9.739047546E0,9.740414988E0
1.300023833E1,2.649490356E-2,1.577719116E-1,9.732910309E0,9.734225035E0
1.301026396E1,2.784210205E-2,1.534309387E-1,9.734856262E0,9.736105108E0
1.302028896E1,3.008743286E-2,1.546284485E-1,9.737700348E0,9.738974447E0
1.303031396E1,1.960922241E-2,1.543290710E-1,9.736502838E0,9.737745607E0
1.304033796E1,2.125579834E-2,1.535806274E-1,9.743987274E0,9.745220717E0
1.305036296E1,3.038681030E-2,1.558259583E-1,9.738897858E0,9.740191814E0
1.306038896E1,3.367996216E-2,1.556762695E-1,9.739047546E0,9.740349919E0
1.307041396E1,2.350112915E-2,1.444496155E-1,9.744586029E0,9.745684936E0
1.308043996E1,2.424957275E-2,1.516346741E-1,9.732311554E0,9.733522964E0
1.309046596E1,2.694396973E-2,1.516346741E-1,9.729617157E0,9.730835990E0
1.310049096E1,2.888992310E-2,1.486408997E-1,9.724228363E0,9.725407241E0
1.311051696E1,3.308120728E-2,1.582209778E-1,9.741592255E0,9.742933229E0
1.312054196E1,3.323089600E-2,1.496887207E-1,9.736502838E0,9.737710127E0
1.313056796E1,1.960922241E-2,1.513352966E-1,9.743538208E0,9.744733126E0
1.314059396E1,3.113525391E-2,1.517843628E-1,9.744286652E0,9.745518470E0
1.315061996E1,2.903961182E-2,1.537303162E-1,9.736802216E0,9.738059031E0
1.316064496E1,2.544708252E-2,1.507365417E-1,9.750872955E0,9.752071188E0
1.317067096E1,2.185455322E-2,1.522334290E-1,9.741442566E0,9.742656512E0
1.318069596E1,2.769241333E-2,1.493893433E-1,9.733509064E0,9.734694794E0
1.319072196E1,3.083587646E-2,1.498384094E-1,9.737550659E0,9.738752242E0
